"","dyad_id","cantons","year","canton1","canton2","ID_SM","title","time","pollution","border","construction","shipping","fish","power","river","enf_cant","enf_comm","mon_cant","mon_comm","conf_dir","conf_body","conf_fed","enforcement","monitoring","conflict","commission","info_exchange","obligation","cost","bilateral","treaty_yes","date","agr_cum","conflict_cum","monitoring_cum","commission_cum","agr_one","conflict_one","monitoring_one","commission_one","agreement_sqrt","conflict_sqrt","monitoring_sqrt","commission_sqrt","any_mech_yes","drain_1_to_2","drain_2_to_1","total_wat","share_drain_1","share_drain_2","symmetry","bi_lingue"
"78",1,"AG BE",1918,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"79",1,"AG BE",1919,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"80",1,"AG BE",1920,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"81",1,"AG BE",1921,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"82",1,"AG BE",1922,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"83",1,"AG BE",1923,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"84",1,"AG BE",1924,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"85",1,"AG BE",1925,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"86",1,"AG BE",1926,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"87",1,"AG BE",1927,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"88",1,"AG BE",1928,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"89",1,"AG BE",1929,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"90",1,"AG BE",1930,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"91",1,"AG BE",1931,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"92",1,"AG BE",1932,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"93",1,"AG BE",1933,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"94",1,"AG BE",1934,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"95",1,"AG BE",1935,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"96",1,"AG BE",1936,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"97",1,"AG BE",1937,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"98",1,"AG BE",1938,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"99",1,"AG BE",1939,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
"100",1,"AG BE",1940,"AG","BE",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,5675,0,1,0,1
